id;name;birth_day;gender;car_class;license_plate;city;account_creation;account_status
000000005076;Joel Neto;04/07/1983;M;premium;NW-40-46;Porto;09/01/2014;active
000000005077;Bárbara Rocha;21/06/1986;F;basic;33-SQ-22;Porto;19/08/2012;active
000000005078;Denis Amaral;02/04/1982;M;basic;MC-83-BV;Braga;05/05/2021;inactive
000000005079;William Almeida;07/10/1955;M;premium;33-64-DG;Braga;13/04/2012;active
000000005080;Micael Fernandes;29/06/1969;M;green;80-BA-16;Braga;13/02/2012;active
000000005081;Joel Soares;13/06/1994;M;premium;HU-50-29;Lisboa;29/09/2013;active
000000005082;Gaspar Baptista;02/06/1997;M;green;09-WS-77;Porto;25/11/2021;inactive
000000005083;Artur Coelho;04/09/1981;M;basic;77-VW-22;Porto;01/03/2015;active
000000005084;Ângelo Correia;15/11/1956;M;basic;15-GO-69;Faro;18/10/2016;active
000000005085;Benjamim Rocha;08/03/1971;M;green;DV-89-90;Faro;02/06/2017;active
000000005086;Naiara Amaral;18/03/1950;F;green;FL-57-90;Braga;29/06/2017;active
000000005087;Ivo Marques;30/07/1985;M;premium;MV-78-OF;Faro;08/12/2020;active
000000005088;Leonor Fernandes;21/02/1968;F;basic;SB-37-WW;Porto;22/03/2011;active
000000005089;Fernando Simões;13/05/1951;M;basic;95-39-QM;Faro;19/02/2012;active
000000005090;Madalena Gaspar;27/09/1982;F;green;ON-52-27;Setúbal;02/04/2014;active
000000005091;Renata Matos;18/09/1996;F;green;AV-04-HO;Porto;06/06/2019;active
000000005092;Nicole Leite;08/06/1950;F;green;75-65-UW;Faro;08/08/2010;active
000000005093;Ângelo Vicente;11/06/1960;M;basic;WI-06-32;Braga;09/08/2015;active
000000005094;Brian Amorim;24/09/1997;M;basic;19-39-ZF;Porto;16/11/2021;active
000000005095;Kelly Anjos;07/02/1983;F;basic;93-XM-64;Faro;21/07/2017;active
000000005096;Gil Brito;08/06/1950;M;basic;81-TC-07;Porto;24/03/2012;active
000000005097;Pedro Miranda;24/04/1968;M;premium;WV-94-25;Porto;10/02/2013;active
000000005098;Joana Andrade;12/08/1974;F;premium;XI-40-29;Faro;31/10/2013;active
000000005099;Bruna-Marta Borges;17/06/1963;F;basic;92-34-JQ;Porto;20/06/2020;active
000000005100;Carolina Carvalho;02/07/1973;F;green;VJ-68-11;Setúbal;29/05/2010;active
000000005101;Micael Branco;14/03/1957;M;green;CI-64-BS;Setúbal;23/08/2014;active
000000005102;Lourenço Leite;01/11/1966;M;green;GK-90-PL;Faro;15/01/2014;active
000000005103;Leandro Carvalho;30/07/1975;M;premium;32-RN-37;Faro;19/06/2017;active
000000005104;Lia Pereira;13/04/1953;F;premium;32-WI-83;Lisboa;25/06/2011;active
000000005105;Anita Baptista;17/10/1961;F;premium;50-49-QF;Lisboa;22/01/2014;active
000000005106;Diana Castro;03/06/1975;F;basic;CS-55-KJ;Porto;15/03/2017;active
000000005107;Leandro Paiva;06/06/1968;M;premium;45-11-VL;Setúbal;09/11/2011;active
000000005108;Nicole-Violeta Ferreira;20/11/1957;F;basic;96-63-IE;Faro;12/06/2018;active
000000005109;Gonçalo Leal;24/02/1982;M;green;92-20-PK;Porto;17/11/2010;active
000000005110;Naiara Pires;22/02/1993;F;premium;50-89-EY;Braga;26/09/2021;inactive
000000005111;Alice Nogueira;10/10/1979;F;premium;24-25-MS;Braga;04/07/2017;active
000000005112;Alícia Faria;22/02/1955;F;green;86-RR-73;Braga;15/11/2012;active
000000005113;Madalena Teixeira;01/10/1990;F;green;19-NG-58;Porto;02/09/2021;active
000000005114;Marco da Barbosa;16/01/1978;M;basic;62-JA-86;Porto;30/05/2021;active
000000005115;Ângela-Margarida Andrade;25/02/1988;F;green;VD-19-25;Porto;18/04/2017;active
000000005116;Marcos Rocha-Oliveira;02/06/1968;M;basic;XO-35-01;Braga;05/12/2020;active
000000005117;Ivo Borges;08/12/1983;M;basic;55-79-ZI;Porto;12/06/2017;active
000000005118;Irina Lopes;20/01/1993;F;premium;QL-37-61;Porto;19/02/2015;active
000000005119;Vicente Branco-Neves;17/09/1969;M;basic;YE-37-14;Porto;06/02/2021;active
000000005120;Melissa-Alícia Pacheco;10/06/1984;F;basic;90-XF-59;Faro;07/05/2018;active
000000005121;Alice Anjos;04/11/1957;F;basic;MG-12-42;Lisboa;18/07/2015;active
000000005122;Alice Assunção;17/02/1957;F;basic;84-VY-28;Setúbal;02/02/2011;active
000000005123;Noah Baptista-Rodrigues;12/04/1966;M;green;25-86-AR;Braga;03/01/2021;active
000000005124;José Pacheco;12/06/1993;M;premium;ZD-78-IC;Lisboa;03/07/2012;active
000000005125;Kevin Barros;23/08/1961;M;green;01-NU-59;Lisboa;28/04/2014;active
000000005126;Lorena Araújo;04/11/1950;F;basic;66-OI-62;Faro;08/06/2020;active
000000005127;Manuel Antunes;22/02/1972;M;premium;27-FG-13;Braga;14/07/2020;active
000000005128;Jorge Martins;16/10/1952;M;premium;04-SL-53;Faro;17/02/2021;active
000000005129;Nádia Macedo;01/01/1959;F;basic;34-12-ZW;Braga;10/02/2011;active
000000005130;Bárbara Domingues;17/07/1968;F;green;34-59-RG;Porto;26/06/2013;active
000000005131;Fernando do Ferreira;29/12/1954;M;basic;RW-43-BL;Braga;11/04/2013;active
000000005132;Ariana Teixeira;10/06/1959;F;green;08-03-GY;Braga;30/08/2010;active
000000005133;Guilherme Moura;21/02/1967;M;premium;XD-56-42;Braga;08/10/2017;active
000000005134;Andreia Silva-Simões;07/08/1971;F;basic;84-98-OK;Lisboa;18/04/2021;active
000000005135;Nelson Oliveira;02/04/1981;M;basic;98-36-KT;Lisboa;16/03/2018;active
000000005136;Salvador Matias-Pinto;29/03/1992;M;basic;01-74-OK;Faro;05/05/2012;active
000000005137;José da Esteves;12/04/1954;M;basic;54-NW-28;Setúbal;22/02/2012;active
000000005138;Débora Leal;07/03/1999;F;green;54-CJ-16;Porto;17/10/2020;active
000000005139;Clara Costa;23/09/1977;F;green;52-19-SN;Setúbal;14/10/2021;active
000000005140;Guilherme Carvalho-Pinho;24/02/1985;M;premium;OK-96-94;Lisboa;27/08/2015;active
000000005141;Sérgio da Miranda;12/09/1971;M;green;GU-29-YA;Braga;16/04/2013;active
000000005142;Maria-Íris Magalhães;23/11/1966;F;green;24-KB-85;Lisboa;26/05/2018;active
000000005143;Bianca Barbosa;16/11/1981;F;premium;02-NG-01;Faro;09/02/2018;active
000000005144;Tatiana-Caetana Pinheiro;17/03/1957;F;premium;JZ-96-XR;Setúbal;28/04/2014;active
000000005145;Júlia Jesus;17/04/1963;F;basic;17-FD-02;Lisboa;14/03/2020;active
000000005146;Salvador Leal;13/06/1990;M;basic;IT-95-96;Porto;17/10/2011;active
000000005147;Jéssica da Valente;17/11/1996;F;green;02-18-FG;Setúbal;26/10/2015;active
000000005148;Márcio Moreira;17/08/1986;M;premium;20-YD-36;Lisboa;09/01/2016;active
000000005149;Larissa Sousa;21/12/1993;F;premium;NM-77-14;Braga;08/03/2012;active
000000005150;Melissa Marques-Matos;27/03/1987;F;green;96-VK-18;Faro;06/09/2013;active
000000005151;Naiara Lourenço;03/11/1972;F;green;XJ-01-00;Faro;04/08/2018;inactive
000000005152;Iara Jesus-Moreira;24/08/1954;F;premium;GF-69-EZ;Porto;23/12/2011;active
000000005153;Yasmin Oliveira;29/10/1981;F;basic;09-HA-53;Lisboa;22/09/2011;inactive
000000005154;Vasco Nogueira;14/02/1978;M;premium;ET-01-SY;Porto;21/09/2014;active
000000005155;Carminho Soares;24/07/1975;F;green;45-46-ME;Braga;30/11/2015;active
000000005156;Duarte Magalhães;27/09/1969;M;basic;EU-29-49;Faro;26/02/2021;active
000000005157;Inês Martins;08/05/1972;F;basic;LM-97-69;Braga;09/05/2018;inactive
000000005158;Paulo Vaz;25/09/1981;M;green;86-87-JV;Lisboa;02/01/2017;active
000000005159;Vicente Loureiro;16/04/1955;M;premium;03-98-PT;Braga;27/12/2021;active
000000005160;Adriana de Ramos;20/03/1953;F;premium;UK-19-ZA;Faro;01/03/2020;active
000000005161;Fernando Monteiro;21/09/1985;M;basic;49-IF-28;Setúbal;02/10/2017;inactive
000000005162;Nádia Gonçalves;18/01/1974;F;green;86-90-WG;Faro;09/07/2011;active
000000005163;Renata-Violeta Amorim;19/01/1963;F;premium;XO-89-UW;Braga;06/04/2010;active
000000005164;Francisca Oliveira;27/06/1962;F;basic;FJ-31-LC;Faro;16/10/2019;active
000000005165;Frederico Ramos;29/04/1981;M;green;78-HT-40;Lisboa;06/10/2013;active
000000005166;Lúcia Campos;04/04/1998;F;green;65-NE-10;Setúbal;04/06/2019;inactive
000000005167;Sérgio Barros;24/06/1978;M;premium;BR-83-TD;Setúbal;03/07/2020;active
000000005168;Rúben Araújo-Sá;01/12/1983;M;basic;34-07-IJ;Porto;22/08/2019;active
000000005169;Joana Correia;25/02/1957;F;green;PG-67-FS;Lisboa;22/02/2011;active
000000005170;Ivo Cunha;24/01/1969;M;green;11-12-IW;Lisboa;17/02/2018;active
000000005171;Patrícia Ramos;08/03/1982;F;green;81-00-DP;Porto;09/12/2014;active
000000005172;Isabela Lima;11/08/1987;F;basic;43-DE-82;Braga;21/06/2018;active
000000005173;Naiara Valente;26/11/1960;F;green;28-YH-58;Lisboa;29/01/2020;active
000000005174;Noa Borges;03/12/1980;M;basic;TB-51-SU;Porto;30/07/2019;active
000000005175;João Brito;02/02/1961;M;premium;87-33-DG;Faro;20/06/2011;active
000000005176;Iara Pinto;09/11/1992;F;basic;CL-18-19;Setúbal;28/11/2016;active
000000005177;Dinis Pinheiro;29/05/1953;M;premium;BO-28-OP;Faro;23/09/2014;active
000000005178;Erika Correia;09/07/1986;F;green;80-48-TM;Braga;12/04/2019;active
000000005179;Andreia Costa;04/10/1959;F;green;TW-71-TY;Braga;11/09/2014;active
000000005180;Denis Barbosa;03/02/1995;M;green;09-46-VR;Lisboa;04/09/2016;active
000000005181;Yasmin Borges;11/02/1971;F;basic;BE-24-BS;Faro;06/10/2011;active
000000005182;Gonçalo Neves;22/09/1981;M;basic;28-VL-31;Setúbal;27/08/2019;active
000000005183;Kévim Baptista-Vaz;24/11/1990;M;green;JK-42-70;Faro;21/01/2014;active
000000005184;Inês Jesus;05/04/1951;F;green;23-PX-42;Braga;26/05/2011;active
000000005185;Rita Mendes;02/12/1962;F;premium;21-PK-01;Porto;26/07/2010;active
000000005186;Daniela Leite;01/11/1950;F;premium;71-34-LR;Braga;24/10/2021;active
000000005187;Alícia da Coelho;07/10/1968;F;premium;CN-38-MY;Braga;16/10/2012;active
000000005188;Nelson Gomes;10/08/1981;M;premium;54-21-PW;Braga;08/05/2010;active
000000005189;Samuel Pinto;09/01/1973;M;green;84-GJ-91;Porto;19/05/2010;active
000000005190;Enzo da Matos;03/01/1972;M;premium;42-95-HK;Porto;04/06/2012;active
000000005191;Lisandro Guerreiro;15/12/1987;M;basic;WF-74-72;Porto;21/08/2012;active
000000005192;Yasmin Mendes;02/09/1993;F;green;57-PX-69;Braga;31/12/2018;active
000000005193;Ema Matos-Pinheiro;15/04/1975;F;green;SB-56-EG;Faro;17/05/2017;active
000000005194;Lia Maia;23/09/1970;F;basic;BP-27-YH;Braga;24/02/2012;active
000000005195;Xavier Loureiro;08/01/1951;M;premium;26-FH-06;Lisboa;19/11/2013;active
000000005196;Rodrigo Pinto;28/06/1954;M;basic;ND-25-88;Setúbal;15/04/2021;inactive
000000005197;Ivo Nascimento;12/05/1962;M;basic;19-DE-10;Lisboa;04/02/2019;active
000000005198;Sérgio Garcia;03/02/1971;M;green;OX-06-EW;Lisboa;22/03/2018;active
000000005199;Maria Martins;17/12/1957;F;green;88-JD-00;Setúbal;20/07/2017;active
000000005200;Andreia-Teresa Domingues;13/12/1989;F;green;75-23-IN;Setúbal;27/11/2017;active
000000005201;Adriana Mendes;15/07/1990;F;premium;PH-32-SE;Faro;25/07/2014;active
000000005202;Leonor de Morais;24/09/1952;F;green;72-75-NM;Faro;30/05/2015;active
000000005203;Diego Nunes;09/06/1951;M;premium;MX-89-YG;Braga;15/06/2015;active
000000005204;Carminho Vaz;12/03/1952;F;premium;LS-83-17;Lisboa;05/03/2017;active
000000005205;Luna Barbosa;01/11/1954;F;green;QG-03-NR;Braga;15/09/2012;active
000000005206;Lorena-Iara Sousa;03/12/1986;F;basic;10-GV-32;Porto;11/01/2011;active
000000005207;Violeta Fernandes-Matos;07/04/1974;F;green;61-62-DS;Porto;12/05/2019;active
000000005208;Leandro Cunha;31/07/1965;M;green;SM-01-75;Setúbal;09/10/2011;inactive
000000005209;William Cruz;18/02/1964;M;basic;12-55-WP;Faro;07/11/2017;active
000000005210;Luna Brito-Carneiro;26/02/1967;F;basic;88-UR-13;Lisboa;04/12/2019;active
000000005211;Nádia Silva;07/06/1992;F;green;88-96-PU;Lisboa;31/01/2014;active
000000005212;William Sousa;05/03/1977;M;green;66-04-JO;Lisboa;22/05/2010;active
000000005213;Kevin Costa;22/02/1961;M;basic;43-DS-89;Porto;03/09/2012;active
000000005214;Valentim Sousa;17/02/1981;M;green;JM-37-01;Braga;13/05/2012;active
000000005215;Daniel Pinheiro;13/09/1966;M;premium;07-RL-90;Faro;14/07/2011;active
000000005216;Igor Cruz;05/10/1971;M;green;ND-08-31;Porto;23/09/2016;active
000000005217;Alícia Carvalho;13/11/1950;F;green;VY-38-40;Lisboa;21/02/2019;active
000000005218;Jéssica Baptista;26/11/1975;F;basic;NQ-90-EX;Lisboa;10/10/2012;active
000000005219;Filipa Melo;06/02/1988;F;premium;QU-99-04;Faro;07/06/2018;active
000000005220;Luísa-Soraia Ramos;02/06/1974;F;green;97-DB-44;Braga;05/10/2016;active
000000005221;Kyara do Teixeira;15/04/1962;F;green;JY-52-JM;Porto;12/03/2012;active
000000005222;Bryan Assunção;05/05/1967;M;premium;ZI-61-PZ;Porto;18/06/2019;active
000000005223;Salomé-Leonor Macedo;11/06/1985;F;green;94-38-DZ;Setúbal;28/08/2013;inactive
000000005224;Pedro Neto;23/07/1963;M;green;DT-67-TN;Braga;10/01/2017;active
000000005225;Tiago Fernandes-Torres;01/07/1950;M;premium;MM-12-IQ;Braga;05/11/2012;active
000000005226;Lorena Lourenço;05/07/1989;F;green;RW-25-RR;Braga;04/10/2013;active
000000005227;Duarte Alves-Lopes;07/01/1972;M;premium;04-57-SV;Setúbal;14/04/2012;active
000000005228;Alícia Pinto;10/09/1951;F;green;LC-90-52;Faro;30/05/2021;active
000000005229;Madalena Abreu;08/11/1981;F;basic;LP-01-UB;Faro;13/04/2021;active
000000005230;Mauro Costa-Carvalho;10/02/1989;M;basic;MV-77-NG;Porto;20/12/2011;active
000000005231;Ricardo da Borges;17/02/1957;M;green;AT-22-HF;Lisboa;18/11/2010;active
000000005232;Isabela Barbosa;03/09/1977;F;green;00-LV-32;Faro;22/02/2013;active
000000005233;Teresa-Adriana Lima;31/01/1977;F;green;98-76-BL;Braga;05/04/2020;active
000000005234;Yasmin da Baptista;04/03/1958;F;premium;JP-83-XX;Braga;01/07/2011;active
000000005235;Lia Pacheco;19/11/1963;F;basic;39-82-OR;Lisboa;20/10/2015;active
000000005236;Madalena Pinheiro;26/10/1956;F;premium;FN-40-RM;Faro;28/11/2016;active
000000005237;Ivo da Santos;23/09/1957;M;basic;87-78-ZK;Porto;15/04/2013;active
000000005238;Micael Neves;25/07/1973;M;premium;DE-07-VL;Faro;19/12/2018;active
000000005239;Inês Cunha;13/08/1986;F;basic;WY-23-00;Lisboa;06/03/2013;active
000000005240;Helena Pacheco;25/06/1959;F;basic;GB-80-SE;Lisboa;13/03/2010;active
000000005241;Soraia Alves;26/04/1986;F;green;53-24-QN;Faro;10/08/2011;active
000000005242;Rui Moreira;30/11/1959;M;basic;EO-78-TY;Faro;19/08/2011;active
000000005243;Mélanie Ferreira;27/01/1967;F;green;PO-42-MZ;Porto;26/03/2014;active
000000005244;Alexandra Campos;20/02/1996;F;green;14-SP-24;Faro;12/06/2016;active
000000005245;Mara Sousa;25/10/1963;F;premium;SY-96-ST;Braga;30/11/2019;active
000000005246;Alexandra Gomes;20/11/1964;F;green;XM-02-51;Porto;03/06/2013;active
000000005247;Sérgio Gaspar;16/08/1976;M;green;CS-46-QK;Lisboa;20/11/2013;active
000000005248;Joel Matias;25/01/1976;M;basic;UG-39-FP;Faro;03/10/2014;active
000000005249;Noah Rodrigues;17/07/1986;M;premium;MH-04-71;Braga;13/11/2010;active
000000005250;Lisandro Santos;01/10/1969;M;green;VY-15-66;Lisboa;31/05/2013;active
000000005251;José Garcia;29/06/1957;M;basic;WZ-79-BG;Porto;05/06/2011;active
000000005252;Isaac da Matos;12/07/1953;M;green;50-AX-37;Setúbal;20/03/2017;active
000000005253;Victória da Vieira;17/07/1954;F;green;KZ-50-97;Braga;25/11/2010;active
000000005254;William Nogueira-Nunes;23/06/1974;M;green;KF-27-BN;Braga;27/12/2014;active
000000005255;Vitória Mendes;08/01/1988;F;premium;73-26-YG;Lisboa;19/01/2017;active
000000005256;Mafalda Leal;17/11/1959;F;premium;XL-69-IP;Porto;31/10/2010;active
000000005257;Joel Gonçalves;06/05/1989;M;basic;44-QJ-09;Setúbal;17/01/2015;active
000000005258;Maria Nogueira;16/10/1950;F;basic;EG-13-CW;Braga;18/02/2016;active
000000005259;Renato Silva-Melo;29/10/1955;M;premium;91-RM-79;Faro;24/11/2016;active
000000005260;Petra do Cunha;19/01/1962;F;premium;05-AE-67;Porto;25/11/2011;active
000000005261;Raquel Rocha;08/03/1973;F;basic;TN-33-AV;Setúbal;12/12/2020;active
000000005262;Joana Gomes;04/07/1968;F;green;10-EU-74;Setúbal;28/07/2019;active
000000005263;Erica Batista;12/01/1968;F;premium;QD-71-CJ;Faro;13/12/2020;active
000000005264;Patrícia Barbosa;08/12/1976;F;basic;36-98-OH;Braga;19/07/2018;active
000000005265;Beatriz-Constança Andrade;26/08/1959;F;green;36-96-DK;Braga;27/10/2019;active
000000005266;Rodrigo Vieira;28/08/1961;M;basic;73-10-VA;Braga;03/01/2018;active
000000005267;Santiago Pinto;02/06/1962;M;premium;56-44-UQ;Setúbal;12/01/2012;active
000000005268;Francisco Mendes;26/03/1953;M;premium;GO-14-79;Lisboa;25/03/2014;active
000000005269;Caetana Guerreiro-Mendes;22/06/1989;F;green;YM-57-CS;Lisboa;23/10/2018;active
000000005270;Diana Andrade-Paiva;11/02/1993;F;basic;55-93-AM;Porto;06/02/2013;active
000000005271;Laura Batista;08/05/1974;F;premium;49-BH-26;Lisboa;09/01/2015;active
000000005272;Pilar Valente;01/09/1961;F;premium;UV-62-WY;Faro;30/05/2017;active
000000005273;Alexandre Morais;16/04/1969;M;basic;78-54-SM;Braga;13/02/2016;active
000000005274;Artur da Ribeiro;25/04/1971;M;basic;80-51-EZ;Porto;09/06/2018;active
000000005275;Irina-Alícia Andrade;18/07/1978;F;green;UX-14-49;Braga;12/03/2011;active
000000005276;André Guerreiro;25/04/1988;M;premium;HF-87-57;Faro;10/11/2014;active
000000005277;Vera Teixeira;27/12/1991;F;premium;70-XU-74;Faro;13/07/2017;active
000000005278;Jéssica-Filipa Neves;02/12/1959;F;premium;59-47-LP;Faro;28/04/2019;active
000000005279;Violeta Azevedo;10/10/1997;F;basic;28-17-UK;Porto;26/09/2020;active
000000005280;Carminho Freitas;16/11/1958;F;green;WO-12-12;Braga;19/06/2011;active
000000005281;Márcio Rodrigues;30/11/1971;M;basic;SL-08-79;Faro;25/06/2011;active
000000005282;Salvador Ribeiro-Cardoso;03/03/1985;M;premium;YN-07-RQ;Faro;29/09/2013;active
000000005283;Pilar Marques-Campos;14/03/1973;F;basic;77-VJ-35;Porto;28/10/2017;active
000000005284;Carlos Neto;15/07/1980;M;green;ZJ-83-IJ;Braga;22/01/2011;active
000000005285;Mara Azevedo;02/12/1967;F;green;83-PL-83;Porto;14/03/2020;active
000000005286;André Pinto;03/02/1957;M;green;TE-07-94;Braga;21/03/2014;active
000000005287;Igor Pires;13/02/1967;M;basic;KC-35-00;Braga;18/01/2015;active
000000005288;Yasmin-Laura Nogueira;25/05/1975;F;basic;49-06-BX;Braga;22/07/2011;active
000000005289;Luís Barros;29/07/1977;M;basic;ZX-39-IN;Porto;27/07/2016;active
000000005290;Gabriela Fernandes;03/10/1965;F;premium;30-18-VC;Porto;01/05/2021;active
000000005291;Vicente Pinho;23/07/1976;M;basic;CQ-56-TV;Braga;27/05/2013;active
000000005292;Íris-Patrícia Andrade;20/02/1994;F;green;MC-07-DF;Braga;03/09/2013;active
000000005293;Erica Gonçalves;07/07/1962;F;premium;45-RB-93;Porto;27/04/2015;active
000000005294;Helena Pereira;27/10/1986;F;premium;84-97-FD;Setúbal;17/09/2018;active
000000005295;Naiara Anjos;22/12/1951;F;premium;27-34-SN;Lisboa;04/11/2019;active
000000005296;Júlia de Miranda;15/10/1960;F;premium;IY-16-PT;Faro;23/08/2018;active
000000005297;Igor Ramos;30/11/1977;M;premium;MC-16-KB;Porto;02/01/2017;active
000000005298;Carlos de Pires;01/06/1954;M;premium;92-XI-21;Setúbal;08/10/2015;active
000000005299;Érica Almeida;17/09/1989;F;green;58-32-CE;Setúbal;17/01/2021;active
000000005300;Marcos da Amaral;25/09/1976;M;premium;23-TG-35;Lisboa;13/12/2020;active
000000005301;Laura Azevedo;21/12/1957;F;basic;91-XB-62;Porto;08/09/2015;active
000000005302;Benjamim Carneiro;29/09/1956;M;premium;CR-67-QF;Lisboa;27/12/2013;active
000000005303;Débora de Paiva;21/01/1956;F;premium;VP-77-27;Porto;31/12/2011;active
000000005304;Sérgio do Matias;02/06/1989;M;premium;35-55-VV;Braga;05/09/2011;inactive
000000005305;Patrícia Andrade-Magalhães;11/10/1963;F;premium;50-MJ-38;Faro;03/08/2016;active
000000005306;Lucas Pinho-Domingues;01/06/1983;M;green;EA-97-62;Faro;09/03/2010;active
000000005307;Ângelo Faria;08/11/1993;M;premium;KA-97-79;Faro;12/11/2018;active
000000005308;Ângelo Moura;05/02/1996;M;premium;24-94-PC;Braga;12/02/2015;active
000000005309;Naiara Silva;13/09/1973;F;green;WQ-06-SV;Lisboa;14/03/2019;inactive
000000005310;Ângela Teixeira;07/11/1996;F;premium;86-82-RD;Setúbal;22/08/2016;active
000000005311;David de Miranda;12/09/1963;M;premium;17-QM-94;Faro;04/07/2016;active
000000005312;Ema Azevedo;29/11/1981;F;premium;07-76-ZC;Faro;14/02/2017;active
000000005313;Paulo Amorim-Vieira;01/09/1987;M;green;13-34-QN;Lisboa;04/01/2010;active
000000005314;Yara Pacheco-Valente;27/12/1973;F;premium;03-MB-10;Setúbal;27/02/2011;active
000000005315;Pilar-Sofia Rodrigues;20/04/1989;F;basic;SH-21-48;Braga;18/05/2021;active
000000005316;Kelly Fernandes;01/08/1958;F;green;GN-50-QY;Lisboa;11/05/2014;active
000000005317;Mauro Coelho;12/12/1986;M;premium;BO-05-29;Setúbal;22/02/2016;active
000000005318;Sebastião Jesus;17/06/1980;M;premium;64-53-SF;Faro;25/03/2017;active
000000005319;Wilson Fonseca;28/10/1956;M;basic;KU-87-85;Setúbal;25/07/2016;active
000000005320;Lia Reis;27/11/1953;F;premium;51-35-EI;Setúbal;08/11/2017;active
000000005321;Carminho Gaspar;15/08/1982;F;green;45-86-UX;Setúbal;14/02/2018;active
000000005322;Luciana Abreu;14/11/1991;F;green;CT-02-EB;Braga;12/04/2012;active
000000005323;Constança-Diana Lourenço;29/05/1956;F;basic;HM-92-40;Faro;30/03/2012;active
000000005324;Vitória Barbosa;05/03/1960;F;green;52-AF-39;Lisboa;04/11/2017;active
000000005325;Violeta-Bárbara Jesus;04/09/1989;F;basic;60-53-MC;Lisboa;21/06/2019;active
000000005326;Henrique Neto;31/01/1972;M;premium;02-09-PH;Faro;16/09/2020;active
000000005327;Bernardo Branco;02/01/1959;M;premium;80-CT-03;Braga;08/02/2019;active
000000005328;Marcos Simões;19/07/1987;M;basic;24-48-JV;Porto;19/01/2017;active
000000005329;Emília Ribeiro;26/04/1992;F;green;HY-29-PB;Faro;05/06/2012;active
000000005330;Luís Antunes;02/12/1967;M;green;FB-44-ZU;Faro;29/04/2018;active
000000005331;Sofia do Barros;06/03/1984;F;premium;10-52-QU;Braga;11/11/2015;inactive
000000005332;Nair Lourenço;20/09/1952;F;basic;GO-15-VJ;Setúbal;19/02/2020;active
000000005333;Ema Simões-Ribeiro;12/09/1965;F;basic;XF-78-KG;Lisboa;22/06/2021;inactive
000000005334;Carminho Martins;01/05/1979;F;green;AE-72-HO;Porto;02/07/2017;inactive
000000005335;Júlia de Nascimento;22/12/1988;F;premium;62-IM-43;Lisboa;15/09/2020;active
000000005336;Valentim Mendes;17/05/1969;M;green;SA-87-OV;Faro;13/09/2019;active
000000005337;Pilar Batista-Nogueira;27/05/1970;F;basic;AI-47-05;Setúbal;11/06/2018;active
000000005338;Lourenço Nogueira-Rodrigues;28/09/1960;M;basic;40-10-GH;Setúbal;26/09/2012;active
000000005339;João Brito-Neto;06/06/1982;M;premium;SX-88-45;Lisboa;26/12/2012;active
000000005340;William Vaz;29/10/1988;M;green;OH-58-56;Setúbal;26/01/2014;active
000000005341;Gustavo Gomes;27/04/1952;M;green;LJ-89-UE;Braga;31/08/2012;active
000000005342;Renata de Tavares;21/10/1999;F;premium;ZJ-67-10;Porto;16/04/2020;active
000000005343;Diego da Batista;01/06/1970;M;green;DI-90-15;Porto;25/05/2014;active
000000005344;Laura Freitas;23/10/1984;F;premium;PB-14-SB;Setúbal;11/09/2019;active
000000005345;Nair Maia-Leal;21/11/1980;F;basic;HE-95-18;Porto;01/12/2010;active
000000005346;Larissa Neto;20/01/1988;F;green;UL-48-52;Braga;03/10/2010;active
000000005347;Inês da Leite;04/08/1959;F;basic;77-73-LF;Setúbal;14/05/2020;active
000000005348;Miriam Oliveira;14/09/1989;F;basic;DK-65-08;Porto;09/01/2013;active
000000005349;Bianca Maia;12/07/1953;F;green;MN-48-LK;Setúbal;22/04/2019;active
000000005350;Beatriz de Baptista;01/07/1991;F;green;DK-06-PK;Braga;15/08/2014;active
000000005351;Lorena Figueiredo;18/02/1971;F;green;87-00-AP;Braga;15/03/2014;active
000000005352;Ema Faria;01/01/1972;F;green;51-97-GE;Faro;15/09/2016;active
000000005353;Margarida Assunção;14/08/1988;F;premium;29-31-KJ;Setúbal;21/10/2016;active
000000005354;Rodrigo Santos;14/09/1993;M;premium;GI-38-11;Setúbal;22/01/2018;active
000000005355;Luciana Baptista;09/09/1969;F;green;TL-96-MU;Porto;14/08/2010;active
000000005356;Lourenço Mota-Silva;11/01/1974;M;basic;UO-16-03;Faro;10/01/2019;active
000000005357;Erika Coelho;10/04/1960;F;green;EU-82-12;Porto;19/04/2018;active
000000005358;Érica Cardoso;02/02/1980;F;basic;EH-39-65;Faro;22/12/2012;active
000000005359;Marcos Mendes;15/12/1968;M;basic;TX-86-ZP;Porto;29/11/2011;active
000000005360;Eva-Luísa Brito;25/01/1968;F;basic;86-CZ-73;Porto;18/06/2015;active
000000005361;Carlota Paiva;03/03/1992;F;basic;VC-01-04;Porto;10/05/2019;active
000000005362;Bernardo Castro;12/10/1989;M;basic;WB-04-YQ;Faro;10/09/2018;active
000000005363;Alícia Ribeiro;13/08/1985;F;premium;85-25-PA;Braga;27/01/2014;active
000000005364;Isabela Figueiredo;17/02/1958;F;premium;55-53-DG;Setúbal;07/07/2020;active
000000005365;Lia Freitas;16/08/1956;F;premium;47-AX-31;Lisboa;09/01/2014;active
000000005366;Adriana Almeida-Pires;02/08/1983;F;basic;UK-13-OS;Faro;03/07/2016;active
000000005367;André Anjos;01/01/1952;M;basic;02-27-TJ;Braga;01/11/2012;active
000000005368;Gustavo Alves;26/05/1988;M;premium;ZB-04-EN;Setúbal;11/12/2019;active
